,Unnamed: 0,county_code,population_density,urbanization_rate,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_f,unemployed_m,unemployment_rate,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,type_of_municipality,PO_percent,Konfederacja_percent,PSL_percent,PIS_percent,SLD_percent,percent_vaccinated_01,percent_vaccinated_01_r,population_total_f_ratio_total,frekwencja_wyborcza,population_density_log,population_density_sqrt,healthcare_advices_ratio_total,forests_area_ratio_area_km2,population_0_4_total_percent,population_5_9_total_percent,population_10_14_total_percent,population_15_19_total_percent,population_20_24_total_percent,population_25_29_total_percent,population_30_34_total_percent,population_35_39_total_percent,population_40_44_total_percent,population_45_49_total_percent,population_50_54_total_percent,population_55_59_total_percent,population_60_64_total_percent,population_65_69_total_percent,population_70_74_total_percent,population_75_79_total_percent,population_80_84_total_percent,unemployed_over_50_ratio_population_50_60
10,10,202000,65.5,0.0,9243,96.5,92.7,90.2,76.1,26.9,32.7,354.0,2.82,0.65,924,5031,138,12.9,99.76,84.0,115.0,3.6,0.35,0.54,5137.55,723.36,3.39,4423.1,528.03,519.0,66.53,4.0,-6.34,-1.9,84.9,10.0,166,619.9,35.4,16.96,36.14,23.12,16.94,323.39,2,0.2004956629491945,0.0572490706319702,0.1288723667905824,0.5130111524163569,0.083271375464684,0.457,-0.1724259290397305,0.503624364383858,0.5565807327001356,4.182050142641207,8.093207028119323,5.1535613761344,0.707517730496454,0.0473872119441739,0.0505247214107973,0.0543113707670669,0.0479281618522124,0.0478199718706047,0.05463594071189,0.0675105485232067,0.0866601752677702,0.0872011251758087,0.0712971978794763,0.0621010494428216,0.0678351184680298,0.0763821270150384,0.0722709077139456,0.0453316022936276,0.0202315265606404,0.0188250567997403,0.0549542048293089
11,11,202000,58.4,0.0,3644,96.2,95.0,92.6,78.9,0.3,30.5,326.5,3.06,0.68,1822,3297,100,10.3,38.34,69.0,56.0,2.8,3.61,6.18,6016.02,746.06,17.09,4838.1,442.99,731.0,84.6,2.7,-2.06,-1.1,84.9,10.0,166,619.9,35.4,16.96,36.14,23.12,16.94,323.39,2,0.1942964587903478,0.0604826073331244,0.0930742713882795,0.5618928235662801,0.0748981510498276,0.526,0.1040938910426333,0.5078907643749142,0.5424836601307189,4.067315889834181,7.64198926981712,5.1520515987374775,0.30672,0.0476190476190476,0.0511870454233566,0.0555784273363524,0.0511870454233566,0.0491285851516399,0.0548922739124468,0.0804171812817346,0.0867297927816659,0.0742418004665843,0.0682036503362151,0.0569507341841635,0.0682036503362151,0.0793193358034856,0.0639494991080005,0.0499519692603266,0.0194867572389186,0.0231919857280087,0.0405701754385964
12,12,202000,73.0,53.7,5249,98.6,96.3,94.5,75.3,56.4,28.0,390.7,2.56,0.7,1312,6834,121,23.6,59.65,59.0,69.0,4.1,5.01,6.86,5978.88,613.84,8.16,5008.45,822.14,748.0,84.57,2.8,-8.51,-2.5,84.9,10.0,166,619.9,35.4,16.96,36.14,23.12,16.94,323.39,3,0.2241379310344827,0.0526315789473684,0.1161524500907441,0.4818511796733212,0.1093466424682395,0.478,-0.0880568553911828,0.5071442179462755,0.5048282057040198,4.290459441148391,8.54400374531753,5.35321013526386,0.8284722222222222,0.0415317203276814,0.0417222328062488,0.04953324442751,0.0417222328062488,0.0480091445989712,0.0569632310916365,0.0647742427128977,0.0775385787769099,0.0802057534768527,0.0697275671556486,0.0672509049342732,0.0710611545056201,0.084206515526767,0.0758239664698037,0.0584873309201752,0.0261002095637264,0.0232425223852162,0.0564738292011019
13,13,203000,1835.7,100.0,2930,98.3,98.0,97.9,95.1,88.9,24.3,414.9,2.41,0.69,16113,1545,117,16.6,29.2,1008.0,557.0,4.3,68.36,3.72,5982.58,1269.49,115.4,5747.7,647.1,1023.0,103.59,4.0,-4.31,-8.2,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,1,0.2762634684453566,0.0515649050795279,0.043163160595177,0.4260197537198563,0.176757311441765,0.607,0.4347191791902369,0.5206361520558572,0.6110430878665967,7.5151811591366044,42.84506972803289,4.724732350659426,0.8342857142857143,0.0427618308766485,0.0484406516679596,0.05377812257564,0.04344453064391,0.044934057408844,0.0518541505042668,0.068533747090768,0.0865477114041892,0.0882544608223429,0.0713576415826221,0.0511249030256012,0.0548952676493405,0.0758727695888285,0.0876648564778898,0.0707835531419705,0.0257408844065166,0.019612102404965,0.0504902678179423
14,14,203000,81.8,0.0,6933,98.7,98.0,94.7,71.0,28.2,34.9,329.6,3.03,0.63,3467,2355,13,13.3,128.0,120.0,62.0,4.3,0.47,0.58,5965.92,1338.95,17.73,6095.69,1093.91,487.0,61.83,4.2,-3.05,7.4,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,2,0.2322319201995012,0.0579800498753117,0.0720074812967581,0.4831670822942643,0.1346633416458852,0.514,0.0560146415546713,0.5007933073705466,0.6240213862898606,4.404277243608702,9.044335243676011,3.20042808718589,1.5058823529411764,0.0522140487523438,0.061589499495168,0.0698110486081061,0.0569738929756238,0.0525025241598153,0.0538006634934371,0.0637530650512043,0.0852444829078321,0.0871195730563969,0.0757247944612721,0.0605798355690177,0.0666378191259195,0.0783210731285158,0.0584162700129813,0.0386557046011827,0.0148564834847829,0.012404442521275,0.0487528344671201
15,15,203000,85.9,0.0,5439,98.5,97.6,97.2,82.6,37.7,37.5,321.2,3.11,0.61,2720,3549,72,12.0,77.0,85.0,35.0,3.6,0.0,0.0,11650.8,1559.96,3.54,12129.2,3812.8,720.0,77.95,3.5,-0.93,29.5,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,2,0.2354141166870665,0.0644634842921256,0.0677274581803345,0.430844553243574,0.1774785801713586,0.536,0.1442496088445469,0.4997242140099283,0.6478069037113937,4.45318382899021,9.268225288586809,2.056628056628057,1.2222222222222223,0.0503769075197646,0.0733590733590733,0.084206655635227,0.0685787828644971,0.0569957712814855,0.0441257584114727,0.0614083471226328,0.0854936569222283,0.1123368266225409,0.0989152417723846,0.0558926273211987,0.0446773303916161,0.0525831954403383,0.0505607648464791,0.0281301709873138,0.0110314396028681,0.0112152969295826,0.0493601462522851
16,16,203000,34.5,0.0,4401,96.9,94.3,91.1,78.8,0.5,28.7,317.0,3.15,0.72,1467,5163,95,7.3,328.22,97.0,65.0,6.1,0.0,0.0,6699.16,848.81,28.16,5515.03,386.85,594.0,77.7,3.9,0.0,3.4,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,2,0.2109328579916815,0.0457516339869281,0.0552584670231729,0.5472370766488414,0.1146761734997029,0.521,0.0840494443424518,0.4978413996818905,0.5052972336668629,3.5409593240373143,5.873670062235365,2.601908657123381,2.56421875,0.0543058395819132,0.0570324926153147,0.0718018632129061,0.0579413769597818,0.0552147239263803,0.0518064076346284,0.0695296523517382,0.0811179277436946,0.08498068620768,0.0754374005907748,0.0597591456487162,0.0633946830265848,0.0702113156100886,0.0586230402181322,0.041354237673256,0.0181776868893433,0.0118154964780731,0.084870848708487
17,17,203000,33.2,0.0,0,95.3,94.0,90.3,75.8,0.1,26.4,348.8,2.87,0.73,712,2602,54,18.6,29.18,55.0,34.0,6.9,0.0,0.0,5927.75,682.06,3.17,5490.98,478.68,537.0,66.51,2.3,-6.46,-9.2,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,2,0.1205673758865248,0.0460992907801418,0.1548463356973995,0.6205673758865248,0.0496453900709219,0.52,0.0800427076735365,0.4873595505617977,0.5011547344110855,3.502549875922443,5.761944116355173,3.2294007490636703,0.4559375,0.0538389513108614,0.0505617977528089,0.0664794007490636,0.0552434456928839,0.0622659176029962,0.0603932584269662,0.0650749063670412,0.0875468164794007,0.0856741573033707,0.0655430711610486,0.0529026217228464,0.0627340823970037,0.0758426966292134,0.070692883895131,0.0365168539325842,0.0126404494382022,0.0163857677902621,0.068825910931174
18,18,203000,50.4,0.0,3438,96.6,93.6,91.0,77.0,33.1,28.2,309.2,3.23,0.73,860,8411,151,11.9,121.9,69.0,45.0,5.4,0.0,0.0,8123.53,698.84,3.01,6286.91,840.09,595.0,87.3,3.8,-2.04,3.5,86.2,13.1,237,589.0,28.6,20.77,37.18,22.86,13.55,162.32,2,0.1921110299488677,0.0628195763330898,0.0723155588020453,0.5142439737034331,0.1351351351351351,0.575,0.3022808718729335,0.4918557300756254,0.5236851920925027,3.919991175077323,7.09929573971954,3.389470622454916,1.7926470588235297,0.0538103548574752,0.0552646887725421,0.0660267597440372,0.0517742873763816,0.0546829552065154,0.0625363583478766,0.0732984293193717,0.0735892961023851,0.0860965677719604,0.0741710296684118,0.0639906922629435,0.0636998254799302,0.0695171611401977,0.0622454915648632,0.0415939499709133,0.0183246073298429,0.013089005235602,0.0683371298405467
19,19,204000,71.4,59.0,3801,98.5,96.0,93.2,82.2,65.4,28.1,368.0,2.72,0.67,4751,2993,133,21.1,299.3,509.0,438.0,8.4,1.5,2.1,5732.77,676.56,53.44,5719.11,666.73,801.0,92.41,4.7,-5.35,-4.5,80.2,6.0,0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,3,0.2671814671814672,0.0574002574002574,0.0729729729729729,0.4418275418275418,0.1184041184041184,0.531,0.1241592527956596,0.506971849513286,0.5154274484113986,4.268297869345539,8.449852069711044,3.970376216785057,1.1251879699248122,0.0446724546172059,0.0474085766903446,0.0553538542488818,0.0544067350697184,0.0547224414627729,0.0616153643777953,0.0661931070770849,0.0759273875295974,0.0781899500131544,0.0704551433833201,0.0588266245724809,0.0655090765588003,0.0765588003157063,0.0722441462772954,0.0544593528018942,0.0253617469087082,0.0198895027624309,0.0825222175201015
20,20,204000,22.8,0.0,0,94.8,90.8,87.1,78.8,0.9,28.7,340.8,2.93,0.68,942,10342,79,19.1,174.37,92.0,72.0,9.9,0.56,2.48,6506.21,432.8,19.09,5654.96,489.68,549.0,73.19,3.5,-9.19,-8.1,80.2,6.0,0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,2,0.157613535173642,0.0507569011576135,0.0979519145146927,0.578806767586821,0.0943900267141585,0.45,-0.2006706954621512,0.4975230007077141,0.4773388773388773,3.126760535960395,4.774934554525329,1.259731068648266,1.4062096774193549,0.0470629865534324,0.0562632696390658,0.0573248407643312,0.048832271762208,0.054140127388535,0.0654635527246992,0.0682944090587402,0.083864118895966,0.0693559801840056,0.0682944090587402,0.0612172682236376,0.0605095541401273,0.0707714083510261,0.0700636942675159,0.0509554140127388,0.0222929936305732,0.0212314225053078,0.1017441860465116
21,21,204000,30.7,0.0,0,96.3,91.7,86.3,76.0,0.6,28.5,360.3,2.78,0.69,2316,8138,141,14.0,137.6,149.0,106.0,9.0,0.0,0.0,6072.3,524.89,23.9,5525.87,708.81,664.0,78.47,3.0,-3.0,-5.8,80.2,6.0,0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,2,0.1438127090301003,0.0540691192865105,0.0819397993311036,0.6159420289855072,0.0780379041248606,0.4589999999999999,-0.1643690687859365,0.4941709844559585,0.4836913285600636,3.4242626545931514,5.540758070878027,2.9475388601036268,0.9112582781456954,0.0472797927461139,0.0505181347150259,0.0494386873920552,0.0561312607944732,0.0554835924006908,0.0703799654576856,0.0736183074265975,0.0725388601036269,0.0656303972366148,0.0667098445595855,0.0677892918825561,0.0708117443868739,0.0805267702936096,0.0645509499136442,0.0420984455958549,0.022020725388601,0.0194300518134715,0.0778816199376947
22,22,204000,35.1,37.8,2304,96.5,91.4,87.3,78.5,18.0,29.8,363.2,2.75,0.67,3457,1264,60,16.3,353.0,207.0,140.0,8.5,0.0,0.0,5827.36,658.0,47.38,5667.79,624.1,646.0,83.18,2.9,-5.75,-8.3,80.2,6.0,0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,3,0.1909709781440344,0.0533858831959871,0.0953063418129702,0.4991042637047653,0.1261196703690433,0.547,0.1885566769389473,0.5019528424707074,0.4978204010462075,3.55820113047182,5.92452529743945,5.014031534789527,1.7918781725888324,0.0481701142774482,0.0494720092579198,0.0595978591060321,0.0558368291624475,0.0580066541299001,0.0567047591494286,0.0661073340083899,0.0820193837697092,0.0762331838565022,0.0711702589324461,0.0597425141038622,0.0610444090843338,0.0795602488065962,0.0679878489801822,0.0500506292492405,0.0227108346593374,0.015767394763489,0.1029940119760479
23,23,205000,1147.6,100.0,1961,99.6,97.9,97.1,83.5,94.9,26.6,412.1,2.43,0.68,10788,3546,125,15.4,148.25,345.0,292.0,5.1,55.85,4.87,5636.65,949.17,93.79,6319.25,1983.29,1069.0,104.12,3.5,-7.09,-7.4,89.3,8.0,75,743.2,34.3,16.92,34.26,26.87,16.2,291.12,1,0.2542323970757983,0.0560792612543285,0.0772412466333205,0.4596960369372835,0.1332243170450173,0.5579999999999999,0.2330490803036126,0.5212514484356895,0.5783278327832784,7.045428084107209,33.876245364561875,6.170150637311703,1.1676027778283804,0.0380996523754345,0.0431054461181923,0.0474159907300115,0.0398609501738122,0.0437079953650057,0.0532560834298957,0.0689687137891077,0.0829663962920046,0.0824565469293163,0.0653534183082271,0.0593279258400927,0.0701738122827346,0.0897798377752027,0.0863499420625724,0.062757821552723,0.0249826187717265,0.0202549246813441,0.0647816750178954
24,24,205000,65.2,48.1,3314,97.9,94.4,91.8,75.9,51.6,28.0,371.3,2.69,0.7,1420,3373,81,19.1,363.65,315.0,319.0,10.9,0.0,0.0,5978.79,575.63,5.21,5093.54,189.44,657.0,81.41,3.7,-4.8,-2.9,89.3,8.0,75,743.2,34.3,16.92,34.26,26.87,16.2,291.12,3,0.1753946379353545,0.05161613630669,0.1122525682786269,0.4522676021047356,0.19293410172889,0.506,0.024001152099543,0.5067390867028767,0.499756216479766,4.177459468932607,8.07465169527454,2.633172399919533,2.376797385620915,0.0428485214242607,0.0433514383423858,0.0552202776101388,0.048078857372762,0.0466706900020116,0.0574331120498893,0.068094950714142,0.0871052102192717,0.0716153691410179,0.0701066183866425,0.0568296117481392,0.067994367330517,0.0849929591631462,0.0776503721585194,0.0558237779118889,0.02021726010863,0.0219271776302554,0.1684125705076551
25,25,205000,34.3,0.0,0,95.0,91.3,88.3,78.4,17.2,30.5,328.1,3.05,0.65,1267,7107,110,21.8,215.0,78.0,89.0,5.5,0.0,0.0,6951.03,741.13,32.64,5493.94,454.46,687.0,75.54,3.9,-3.75,1.4,89.3,8.0,75,743.2,34.3,16.92,34.26,26.87,16.2,291.12,2,0.1617715617715617,0.054079254079254,0.0983682983682983,0.5734265734265734,0.0993006993006993,0.513,0.0520117220881797,0.5035516969218626,0.5502283105022832,3.535145354171894,5.856620185738529,4.185082872928176,1.4527027027027026,0.0518942383583267,0.0550513022888713,0.0643251775848461,0.0540647198105761,0.0530781373322809,0.0564325177584846,0.0666929755327545,0.0895816890292028,0.0840568271507498,0.0773480662983425,0.0595895816890292,0.058997632202052,0.0680741910023677,0.0664956590370955,0.0410418310970797,0.0169692186266771,0.0157853196527229,0.0565723793677204
26,26,205000,56.3,0.0,4053,99.3,97.2,95.3,83.1,0.3,28.8,339.3,2.95,0.7,2027,4712,45,13.3,79.0,99.0,57.0,6.5,0.0,0.0,5799.23,768.56,8.97,4631.24,524.36,331.0,68.85,2.2,-4.67,-4.7,89.3,8.0,75,743.2,34.3,16.92,34.26,26.87,16.2,291.12,2,0.1994202898550724,0.0539130434782608,0.1397101449275362,0.4823188405797101,0.104927536231884,0.52,0.0800427076735365,0.4974093264248704,0.5468164794007491,4.030694535145645,7.503332592921628,4.549716259560819,1.0972222222222223,0.0557611645694547,0.0574882802862077,0.0626696274364668,0.0439180853688625,0.0495928941524796,0.0577350111028867,0.0866025166543301,0.079447322970639,0.07920059215396,0.0621761658031088,0.0594621268196397,0.0631630890698248,0.0735257833703429,0.0658771280532938,0.0416975080187515,0.0199851961509992,0.0202319269676782,0.062374245472837
27,27,205000,40.8,0.0,0,98.7,97.3,95.6,79.2,34.6,30.3,317.4,3.15,0.69,1033,5189,153,19.9,21.0,83.0,78.0,6.3,0.0,0.0,5601.9,610.09,6.72,6143.61,1716.37,211.0,68.99,3.9,-2.69,11.0,89.3,8.0,75,743.2,34.3,16.92,34.26,26.87,16.2,291.12,2,0.1774969915764139,0.0565583634175691,0.118531889290012,0.5210589651022864,0.1107099879663056,0.521,0.0840494443424518,0.4966101694915254,0.5307210031347962,3.708682081410116,6.387487769068525,1.9416464891041163,0.2079207920792079,0.0544794188861985,0.0559322033898305,0.0518159806295399,0.0491525423728813,0.0523002421307506,0.0576271186440678,0.0687651331719128,0.0929782082324455,0.0871670702179176,0.0723970944309927,0.0627118644067796,0.0658595641646489,0.0760290556900726,0.0605326876513317,0.0440677966101694,0.0179176755447941,0.0140435835351089,0.0621468926553672
