,county_code,population_total,population_density,urbanization_rate,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_f,unemployed_m,unemployment_rate,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,average_wage_relative,doctors_per_1000_persons,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,Longitude,Latitude,partitions,min_dist,no_loc_in10km,type_of_municipality,PO_percent,Konfederacja_percent,PSL_percent,PIS_percent,SLD_percent,y,population_total_f_ratio_total,frekwencja_wyborcza,population_density_log,population_density_sqrt,revenues_per_capita_PIT_log,SLD_percent_sqrt,healthcare_advices_ratio_total,forests_area_ratio_area_km2,population_0_4_total_percent,population_5_9_total_percent,population_10_14_total_percent,population_15_19_total_percent,population_20_24_total_percent,population_25_29_total_percent,population_30_34_total_percent,population_35_39_total_percent,population_40_44_total_percent,population_45_49_total_percent,population_50_54_total_percent,population_55_59_total_percent,population_60_64_total_percent,population_65_69_total_percent,population_70_74_total_percent,population_75_79_total_percent,population_80_84_total_percent,unemployed_over_50_ratio_population_50_60,beds_in_hospitals_ratio_population,percent_over_60,percent_under_18,percent_over_60_squared,cars_per_1_persons,persons_running_business_per_1_person,entities_registered_per_1_persons
10,202000,9243,65.5,0.0,9243,96.5,92.7,90.2,76.1,26.9,32.7,354.0,2.82,0.65,924,5031,138,12.9,99.76,84.0,115.0,3.6,0.35,0.54,5137.55,723.36,3.39,4423.1,528.03,519.0,66.53,4.0,-6.34,-1.9,84.9,10.0,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.6639649133495,50.7355172002293,2.0,0.87,1.0,2,0.20049566294919455,0.05724907063197026,0.1288723667905824,0.5130111524163569,0.08327137546468401,-0.17242592903973053,0.503624364383858,0.5565807327001356,4.182050142641207,8.093207028119323,6.583907023546295,0.288567800464092,5.113631624308508,0.707517730496454,0.04738721194417397,0.05052472141079736,0.05431137076706697,0.047928161852212485,0.04781997187060478,0.054635940711890076,0.06751054852320675,0.0866601752677702,0.08720112517580872,0.07129719787947636,0.0621010494428216,0.06783511846802986,0.07638212701503841,0.07227090771394569,0.04533160229362761,0.020231526560640485,0.018825056799740343,0.054954204829308906,0.0016941368576822984,0.23304122038299255,0.2001514659742508,0.0543082103975945,0.6199,0.08070972627934653,0.1025
11,202000,7287,58.4,0.0,3644,96.2,95.0,92.6,78.9,0.3,30.5,326.5,3.06,0.68,1822,3297,100,10.3,38.34,69.0,56.0,2.8,3.61,6.18,6016.02,746.06,17.09,4838.1,442.99,731.0,84.6,2.7,-2.06,-1.1,84.9,10.0,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.7828817575968,50.7970171071204,2.0,11.65,0.0,2,0.19429645879034785,0.06048260733312441,0.09307427138827953,0.5618928235662801,0.07489815104982764,0.10409389104263336,0.5078907643749142,0.5424836601307189,4.067315889834181,7.64198926981712,6.61480602592395,0.27367526568878603,5.1520515987374775,0.30672000000000005,0.047619047619047616,0.05118704542335666,0.05557842733635241,0.05118704542335666,0.049128585151639904,0.054892273912446825,0.0804171812817346,0.08672979278166598,0.07424180046658432,0.06820365033621517,0.056950734184163576,0.06820365033621517,0.07931933580348566,0.06394949910800055,0.049951969260326606,0.01948675723891862,0.023191985728008783,0.04057017543859649,0.0016941368576822984,0.23589954713874023,0.20557156580211336,0.05564859634026272,0.6199,0.06518457527103061,0.0833
12,202000,5249,73.0,53.7,5249,98.6,96.3,94.5,75.3,56.4,28.0,390.7,2.56,0.7,1312,6834,121,23.6,59.65,59.0,69.0,4.1,5.01,6.86,5978.88,613.84,8.16,5008.45,822.14,748.0,84.57,2.8,-8.51,-2.5,84.9,10.0,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.8226823531479,50.715030165546,2.0,11.79,0.0,3,0.22413793103448276,0.05263157894736842,0.1161524500907441,0.48185117967332125,0.10934664246823957,-0.0880568553911828,0.5071442179462755,0.5048282057040198,4.290459441148391,8.54400374531753,6.41973430786941,0.330676038545643,5.3532101352638595,0.8284722222222222,0.041531720327681466,0.04172223280624881,0.049533244427510004,0.04172223280624881,0.04800914459897123,0.0569632310916365,0.0647742427128977,0.0775385787769099,0.08020575347685273,0.06972756715564869,0.0672509049342732,0.07106115450562012,0.084206515526767,0.07582396646980377,0.05848733092017527,0.026100209563726422,0.023242522385216232,0.05647382920110193,0.0016941368576822984,0.2678605448656887,0.1745094303676891,0.07174927149574364,0.6199,0.061916555534387505,0.1
13,203000,64450,1835.7,100.0,2930,98.3,98.0,97.9,95.1,88.9,24.3,414.9,2.41,0.69,16113,1545,117,16.6,29.2,1008.0,557.0,4.3,68.36,3.72,5982.58,1269.49,115.4,5747.7,647.1,1023.0,103.59,4.0,-4.31,-8.2,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,16.0504859492376,51.6697856395605,2.0,0.75,1.0,1,0.2762634684453566,0.05156490507952796,0.04316316059517701,0.42601975371985634,0.176757311441765,0.43471917919023695,0.5206361520558572,0.6110430878665967,7.5151811591366044,42.84506972803289,7.146370523996733,0.42042515557678634,4.724732350659426,0.8342857142857143,0.04276183087664857,0.04844065166795966,0.05377812257564003,0.04344453064391001,0.04493405740884406,0.05185415050426687,0.06853374709076804,0.08654771140418929,0.0882544608223429,0.07135764158262219,0.05112490302560124,0.05489526764934057,0.07587276958882855,0.08766485647788984,0.07078355314197052,0.02574088440651668,0.01961210240496509,0.05049026781794234,0.0027305091189787664,0.2796741660201707,0.18842513576415826,0.078217639139078,0.589,0.07370054305663305,0.1022
14,203000,6933,81.8,0.0,6933,98.7,98.0,94.7,71.0,28.2,34.9,329.6,3.03,0.63,3467,2355,13,13.3,128.0,120.0,62.0,4.3,0.47,0.58,5965.92,1338.95,17.73,6095.69,1093.91,487.0,61.83,4.2,-3.05,7.4,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,16.1396143541161,51.6699674526152,2.0,5.39,1.0,2,0.23223192019950126,0.05798004987531172,0.0720074812967581,0.48316708229426436,0.13466334164588528,0.056014641554671306,0.5007933073705466,0.6240213862898606,4.404277243608702,9.044335243676011,7.199641003694492,0.36696504144929837,3.1988871217811385,1.5058823529411764,0.05221404875234386,0.06158949949516804,0.06981104860810616,0.05697389297562383,0.05250252415981538,0.053800663493437186,0.06375306505120439,0.08524448290783211,0.08711957305639695,0.07572479446127217,0.06057983556901774,0.06663781912591951,0.0783210731285158,0.05841627001298139,0.03865570460118275,0.014856483484782922,0.012404442521275061,0.048752834467120185,0.0027305091189787664,0.20265397374873792,0.2405884898312419,0.04106863307615416,0.589,0.08221549112938122,0.1004
15,203000,5439,85.9,0.0,5439,98.5,97.6,97.2,82.6,37.7,37.5,321.2,3.11,0.61,2720,3549,72,12.0,77.0,85.0,35.0,3.6,0.0,0.0,11650.8,1559.96,3.54,12129.2,3812.8,720.0,77.95,3.5,-0.93,29.5,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,16.0430946999702,51.5954335550136,2.0,8.41,1.0,2,0.2354141166870665,0.06446348429212566,0.06772745818033456,0.43084455324357407,0.17747858017135862,0.1442496088445469,0.4997242140099283,0.6478069037113937,4.45318382899021,9.268225288586807,7.3524154588892054,0.4212820672321083,2.056628056628057,1.2222222222222223,0.05037690751976466,0.07335907335907337,0.08420665563522707,0.06857878286449715,0.056995771281485565,0.0441257584114727,0.061408347122632836,0.08549365692222835,0.11233682662254091,0.09891524177238463,0.05589262732119875,0.04467733039161611,0.0525831954403383,0.05056076484647913,0.028130170987313845,0.011031439602868174,0.011215296929582643,0.04936014625228519,0.0027305091189787664,0.15352086780658208,0.2765214193785622,0.02356865685208605,0.589,0.07961022246736532,0.0943
16,203000,4401,34.5,0.0,4401,96.9,94.3,91.1,78.8,0.5,28.7,317.0,3.15,0.72,1467,5163,95,7.3,328.22,97.0,65.0,6.1,0.0,0.0,6699.16,848.81,28.16,5515.03,386.85,594.0,77.7,3.9,0.0,3.4,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,16.0443124372153,51.7383704300279,2.0,7.67,1.0,2,0.21093285799168152,0.0457516339869281,0.05525846702317291,0.5472370766488414,0.11467617349970291,0.08404944434245186,0.4978413996818905,0.5052972336668629,3.5409593240373143,5.873670062235365,6.743835368568734,0.33863870644051147,2.601908657123381,2.56421875,0.0543058395819132,0.0570324926153147,0.07180186321290616,0.05794137695978187,0.05521472392638037,0.051806407634628494,0.06952965235173825,0.08111792774369461,0.08498068620768007,0.07543740059077482,0.0597591456487162,0.06339468302658487,0.07021131561008861,0.05862304021813224,0.04135423767325608,0.01817768688934333,0.011815496478073164,0.08487084870848709,0.0027305091189787664,0.20018177686889344,0.24108157236991593,0.04007274379038744,0.589,0.05271529197909566,0.0625
17,203000,2136,33.2,0.0,0,95.3,94.0,90.3,75.8,0.1,26.4,348.8,2.87,0.73,712,2602,54,18.6,29.18,55.0,34.0,6.9,0.0,0.0,5927.75,682.06,3.17,5490.98,478.68,537.0,66.51,2.3,-6.46,-9.2,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,16.2615616339341,51.6424984612785,2.0,14.15,0.0,2,0.12056737588652482,0.04609929078014184,0.15484633569739953,0.6205673758865248,0.04964539007092199,0.08004270767353656,0.48735955056179775,0.5011547344110855,3.502549875922443,5.761944116355173,6.525117630513343,0.2228124549277306,3.2294007490636703,0.4559375,0.05383895131086142,0.05056179775280899,0.06647940074906367,0.0552434456928839,0.062265917602996254,0.060393258426966294,0.0650749063670412,0.08754681647940075,0.08567415730337079,0.06554307116104868,0.05290262172284644,0.06273408239700375,0.07584269662921349,0.07069288389513109,0.03651685393258427,0.012640449438202247,0.01638576779026217,0.06882591093117409,0.0027305091189787664,0.21207865168539325,0.22612359550561797,0.04497735450069435,0.589,0.03932584269662921,0.0585
18,203000,3438,50.4,0.0,3438,96.6,93.6,91.0,77.0,33.1,28.2,309.2,3.23,0.73,860,8411,151,11.9,121.9,69.0,45.0,5.4,0.0,0.0,8123.53,698.84,3.01,6286.91,840.09,595.0,87.3,3.8,-2.04,3.5,86.2,13.1,589.0,28.6,20.77,37.18,22.86,13.55,162.32,15.9428219814377,51.6698843905471,2.0,3.94,2.0,2,0.19211102994886778,0.06281957633308985,0.0723155588020453,0.5142439737034331,0.13513513513513514,0.3022808718729335,0.4918557300756254,0.5236851920925027,3.919991175077323,7.0992957397195395,6.549421817606244,0.36760731104690386,3.389470622454916,1.7926470588235295,0.053810354857475276,0.055264688772542175,0.06602675974403723,0.051774287376381616,0.054682955206515414,0.06253635834787667,0.07329842931937172,0.07358929610238511,0.08609656777196044,0.07417102966841187,0.06399069226294357,0.0636998254799302,0.06951716114019779,0.062245491564863295,0.04159394997091332,0.01832460732984293,0.013089005235602094,0.0683371298405467,0.0027305091189787664,0.20477021524141942,0.2268760907504363,0.04193084105001724,0.589,0.06399069226294357,0.0858
19,204000,19005,71.4,59.0,3801,98.5,96.0,93.2,82.2,65.4,28.1,368.0,2.72,0.67,4751,2993,133,21.1,299.3,509.0,438.0,8.4,1.5,2.1,5732.77,676.56,53.44,5719.11,666.73,801.0,92.41,4.7,-5.35,-4.5,80.2,6.0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,16.5480606379985,51.6778606643112,2.0,10.67,0.0,3,0.2671814671814672,0.0574002574002574,0.07297297297297298,0.4418275418275418,0.11840411840411841,0.12415925279565966,0.506971849513286,0.5154274484113986,4.268297869345539,8.449852069711044,6.517021135473967,0.3440989950640926,3.9703762167850565,1.1251879699248122,0.044672454617205995,0.04740857669034464,0.055353854248881874,0.05440673506971849,0.054722441462772956,0.061615364377795315,0.06619310707708498,0.07592738752959748,0.07818995001315443,0.07045514338332018,0.058826624572480925,0.06550907655880031,0.07655880031570639,0.07224414627729545,0.05445935280189424,0.025361746908708235,0.019889502762430938,0.08252221752010157,0.0,0.24851354906603526,0.20184162062615102,0.061758984069396713,0.7694,0.07492765061825836,0.1077
20,204000,2826,22.8,0.0,0,94.8,90.8,87.1,78.8,0.9,28.7,340.8,2.93,0.68,942,10342,79,19.1,174.37,92.0,72.0,9.9,0.56,2.48,6506.21,432.8,19.09,5654.96,489.68,549.0,73.19,3.5,-9.19,-8.1,80.2,6.0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,16.5138207673476,51.5583301445283,2.0,14.24,0.0,2,0.15761353517364202,0.05075690115761353,0.09795191451469279,0.578806767586821,0.0943900267141585,-0.20067069546215124,0.4975230007077141,0.47733887733887737,3.126760535960395,4.774934554525329,6.070275727532271,0.3072295993457637,1.2597310686482661,1.4062096774193549,0.04706298655343241,0.05626326963906582,0.05732484076433121,0.04883227176220807,0.054140127388535034,0.06546355272469923,0.06829440905874026,0.08386411889596602,0.06935598018400566,0.06829440905874026,0.06121726822363765,0.06050955414012739,0.07077140835102619,0.07006369426751592,0.050955414012738856,0.022292993630573247,0.021231422505307854,0.10174418604651163,0.0,0.23531493276716206,0.2094833687190375,0.055373117583214,0.7694,0.04706298655343241,0.0676
21,204000,4632,30.7,0.0,0,96.3,91.7,86.3,76.0,0.6,28.5,360.3,2.78,0.69,2316,8138,141,14.0,137.6,149.0,106.0,9.0,0.0,0.0,6072.3,524.89,23.9,5525.87,708.81,664.0,78.47,3.0,-3.0,-5.8,80.2,6.0,769.4,38.7,13.56,33.3,27.88,19.81,0.0,16.389163095517,51.6906354847852,2.0,13.53,0.0,2,0.14381270903010032,0.05406911928651059,0.08193979933110368,0.6159420289855072,0.07803790412486064,-0.16436906878593655,0.49417098445595853,0.48369132856006364,3.4242626545931514,5.540758070878027,6.26318871682892,0.27935265190232333,2.9475388601036268,0.9112582781456954,0.04727979274611399,0.050518134715025906,0.049438687392055265,0.05613126079447323,0.05548359240069085,0.07037996545768567,0.07361830742659758,0.07253886010362694,0.06563039723661486,0.0667098445595855,0.06778929188255613,0.07081174438687392,0.08052677029360968,0.06455094991364421,0.04209844559585492,0.022020725388601035,0.019430051813471502,0.0778816199376947,0.0,0.22862694300518135,0.2033678756476684,0.05227027906789444,0.7694,0.047711571675302246,0.0665
